rank,title,summary,tags,interest_count,rating,gender,ages
682,2020 최애캐의 MBTI,"사랑, 갈등, 눈물.. 그래서 그랬구나
내가 좋아하는 웹툰 주인공, 어떤 타입일까?
최애캐들의 MBTI를 기대해주세요!","['완결일상', '일상', '완결무료']",62585,9.66,여성,30대
683,던전용사,"던전용사은 마법과 모험이 가득한 이세계에서 펼쳐지는 대모험을 그린다. 이능력, 마법 요소가 더해져 더욱 흥미롭다.","['판타지', '액션', '이능력', '마법', '소년물']",30316,9.9,남성,40대
684,귀비나리,"영적 능력을 가진 고등학생 태린은
어느 날 귀신의 사연을 알게 된다.
귀신보다 사람이 더 위험한 걸 알게 된 태린은
소꿉친구인 창우와 귀신들의 한을 풀어 주기로 결심하는데…","['후회물', '오컬트', '오컬트판타지', '인외존재', '스릴러', '학원물', '시리어스']",88379,9.94,남성,30대
685,첩보의 별,"배신이 난무하는 그들의 뜨거운 우정
본격 스파이 모험 만화!","['개그', '완결개그']",67656,9.87,남성,20대
686,쑈한 기행,"쑈한 기행은 웃음과 재미를 선사하는 유머러스한 작품이다. 가벼운,  무해한 요소가 더해져 더욱 흥미롭다.","['개그', '일상', '가벼운', '무해한', '힐링']",16634,9.93,여성,30대
687,소소한행복,"독특한 캐릭터들의 엉뚱한 일상을 그린 코미디 소소한행복. 가벼운, 힐링 요소가 더해져 더욱 흥미롭다.","['개그', '일상', '가벼운', '힐링']",16632,9.9,여성,30대
688,스페이스 차이나드레스,"전 우주무술의 본원지 행성 소림에서 벌어지는 코믹 액션 판타지.
우주 최강의 막무가내 소녀가 강림했다!","['완결액션', '액션']",97687,9.88,남성,20대
689,공작저의 붉은 밤,"""피곤하겠지만, 혼인신고부터 합시다."" 
다짜고짜 찾아와 결혼을 하자는 뱀파이어! 
이게 바로, 아빠의 숨겨진 계획!? 
갑작스럽게 남편이 생긴 것도 모자라, 
어마어마한 유산의 주인공이 된 시골 소녀, 소렐. 
얼떨결에 대학 생활과 신혼을 함께 보내게 생겼다. 
숨겨진 대마법사의 딸과 젠틀 뱀파이어의 붉은빛 신혼 일기!","['소설원작', '선결혼후연애', '로맨스', '뱀파이어', '구원서사', '로판']",27021,9.3,여성,10대
690,검붉은 이정표,"검붉은 이정표은 압도적인 액션과 스릴 넘치는 전개로 독자들을 사로잡는다. 사이다, 이능력 요소가 더해져 더욱 흥미롭다.","['액션', '판타지', '사이다', '이능력', '모험']",67665,9.9,남성,10대
691,견우와 직녀,"설화, 견우와 직녀, 판타지로 다시 태어나다.","['완결로맨스', '로맨스']",74044,9.95,여성,10대
692,밤마다 남편이 바뀐다,"역사상 최악의 폭군으로 이름 난 레온하르타의 황제 리반펠의 신부로 팔려가듯 보내진 공주, 테리엘라.
살아남기 위해선 반드시 퇴짜를 맞아야한다! 만반의 준비를 하고 있는 테리엘라의 침실에 밤마다 찾아오는 잘생기고 몸 좋은 이 남자?
""밤마다 공주의 침실로 오겠어.""
네? 대체 왜요? 왜… 왜 이러세요 폐하?
밤마다 이 짓을 해야 한다고?!","['선결혼후연애', '로맨스', '결혼생활', '서양', '능력녀', '로맨틱코미디', '왕족/귀족']",210956,9.97,여성,10대
693,질풍기획 시즌1,광고대행사 '질풍기획'의 제3기획팀. 평범한 그들의 질풍같은 하루는 오늘도 계속된다.,"['개그', '완결개그']",75487,9.96,남성,20대
694,암살청과,"독특한 캐릭터들의 엉뚱한 일상을 그린 코미디 암살청과. 블랙코미디, 액션 요소가 더해져 더욱 흥미롭다.","['개그', '블랙코미디', '액션', '병맛']",74262,9.7,남성,30대
695,암살청고,"유쾌하고 재미있는 에피소드들로 가득한 개그 웹툰 암살청고. 블랙코미디, 액션 요소가 더해져 더욱 흥미롭다.","['개그', '블랙코미디', '액션', '병맛']",74261,9.4,남성,10대
696,내가 키운 미친 너에게 감금당했다,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 내가 키운 미친 너에게 감금당했다. 집착남,  빙의 요소가 더해져 더욱 흥미롭다.","['로맨스', '판타지', '집착남', '빙의']",74057,9.88,여성,10대
697,다시쓰는 연애사,"대학 시절 구 여친 ‘한서리’와 함께 교통사고를 당한 ‘이제야’. 
눈을 떠보니 10년 전 대학생 시절로 돌아와 버렸다. 그것도 서로의 몸이 뒤바뀐 채로.
제야는 이곳에서 실패했던 서리와의 연애를 다시 써보고 싶다.
""제야야. 날 다시 만나고 싶어? 그럼 날 다시 꼬셔봐.""
과연 제야는 서리의 몸으로 서리를 꼬실 수 있을까?","['후회물', '회귀', '로맨스', '전남친', '타임슬립', '로맨스코미디', '성별반전']",179627,9.97,남성,10대
698,갑자기 최애가 생겼다,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 갑자기 최애가 생겼다. 아이돌,  연예계 요소가 더해져 더욱 흥미롭다.","['로맨스', '아이돌', '연예계']",27029,9.83,여성,10대
699,레지나레나 - 용서받지 못한 그대에게,"“기회를 드릴게요. 제게 용서받을 기회요.” 
아버지는 딸을 팔았다. 
그리고 딸은 지옥에서 돌아왔다. 
생과 사가 뒤섞인 제국, 어린 레나 루벨은 아버지를 위한 제물이 되어 가련히 죽을 운명이었다. 
하지만 6년 후, 모두가 죽었다고 생각한 여자아이는 다시 돌아왔다. 
어린 양의 탈을 벗고, 사자가 되어.","['소설원작', '회귀', '로맨스']",109904,9.95,남성,10대
700,오늘도 사랑스럽개,"새벽마다 개로 변하는 저주를 풀고 싶은 여자와
개가 무서운 남자의 밀고 당기는 로맨스!","['완결로맨스', '로맨스']",796160,9.98,여성,10대
701,우바우,"우리가 바라는 우리.
시궁창 같은 삶이라도 바라는 건 많아.","['완결일상', '일상', '완결무료']",84625,9.97,여성,30대
702,격투기특성화사립고교 극지고,"최고로 강한 학생이 전교 1등이다!
극한지옥 격투기 특성화 사립 고등학교 극지고! 격투 능력자들의 절륜한 한판!","['격투기', '완결액션', '액션']",396617,9.78,남성,20대
703,탈(TAL),"어느 날 갑자기 등장한, 보통 인간과는 조금 다른 존재들.
특수한 능력을 지니고 태어난 사람들의 이야기","['완결판타지', '판타지']",206972,9.94,남성,10대
704,기억잃은남편,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 기억잃은남편. 순정남, 집착남 요소가 더해져 더욱 흥미롭다.","['로맨스', '순정남', '집착남', '소심녀']",207589,9.9,여성,30대
705,속지마,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 속지마. 설렘, 캠퍼스 요소가 더해져 더욱 흥미롭다.","['로맨스', '설렘', '캠퍼스', '현대']",207300,9.9,여성,30대
706,ㅋㅋ단편.zip,"가볍고! 웃기고! 신선한! 단편들이 왔다!
신인, 기성 작가님들이 함께하는 릴레이 연재!
허전한 일상을 강렬하게 채워줄 
상상 이상의 단편이 매주 공개됩니다.","['개그', '완결무료', '완결개그']",18785,9.52,남성,20대
707,비밀친구,"세상의 모든 비밀을 알 수 있다면 그것은 축복일까?
충격적인 비밀들을 나에게 알려주는 악마,
그러나 이를 발설하면 상대는 죽음에 이르게 된다.
악마와의 위험한 공존 속에서 그를 처단해야 한다.","['2021 지상최대공모전', '미스터리', '자극적인', '스릴러', '고자극스릴러', '시리어스']",38752,9.86,남성,30대
708,신을 죽이는 방법,"믿음이 사라진 시대, 마지막 신화","['완결판타지', '판타지']",142113,9.96,남성,10대
709,부활남,"나는 죽으면
3일 만에 부활한다!","['완결액션', '액션', '슈퍼스트링']",554572,9.52,남성,20대
710,맛집,"만년 백수 '주인공', 동창회에서 만난 친구의 도발로 스스로를 '맛집 사장'이라 거짓말 한다. 
동창들 앞에서 망신을 당하지 않으려면 진짜 맛집 사장이 되어야 하는 인공! 
파리만 날리는 가게를 돌보며 전전긍긍하던 중, 위층에 사는 외국인 노동자에게서 미지의 조미료를 얻은 뒤 하루 아침에 손님이 미어 터지는 진짜 맛집 사장이 된다.
영원할 것 같았던 행복도 잠시, 인공은 곧 그 조미료의 충격적인 정체를 알게 되고 마는데...","['범죄', '음식&요리', '서스펜스', '스릴러', '괴담', '완결스릴러']",116782,9.63,여성,30대
711,팔이피플,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!
SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.
박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?","['범죄', '자극적인', '드라마', '인생역전', '사회고발', '공감', '시리어스', '고자극드라마']",320242,9.92,여성,30대
712,2019 루키 단편선,"전설 이현세, 이두호 작가가 직접 프로듀싱한
지옥캠프 단편선 2019! 슈퍼 루키의 데뷔!","['완결드라마', '완결무료', '드라마']",61166,9.88,여성,30대
713,내향사람,"내향사람은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 우정,  청춘 요소가 더해져 더욱 흥미롭다.","['로맨스', '감성', '우정', '청춘', '힐링']",359557,9.97,여성,10대
714,불편한 편의점,"불편한데 자꾸 가고 싶은 편의점이 있다!
어느날 작은 편의점에 노숙자(?)조폭(?)처럼 보이는 야간알바가 들어왔다! 험악한 그의 외모에 모두 불안감에 휩싸이지만 점점 편의점에는 신선한 변화의 바람이 일기시작한다. 편의점 동료뿐만 아니라 손님들의 묵은 고민들과 갈증을 해결해주는 이 수상한 야간알바생의 정체는 과연 무엇인가..?!","['무해한', '감성적인', '성장물', '성장드라마', '감성드라마', '감성', '일상', '힐링']",56326,9.96,여성,30대
715,포크&나이프,"서로의 다름을 이해 못 해 끊임없는 전쟁이 벌어지는 세계.
타종을 혐오하고 해하는 것이 당연한 세계.
피가 튀고 서로가 죽고 죽이는
이 지옥 같은 세계에서 소년 '리토'는
과연 어떻게 살아남을 것인가.

인간과 이종족들이 벌이는 중세 다크 판타지","['크리처', '중세', '서양', '이능력', '액션', '성장물', '판타지', '시리어스', '소년물']",17326,9.86,남성,20대
716,심연의 하늘 시즌5,이 재난의 마지막 생존자는 누가 될 것인가,"['슈퍼스트링', '스릴러', '완결스릴러']",87661,9.92,남성,20대
717,다이스(DICE),"빵셔틀 남학생 동태가 우연히 얻게 된 주사위 '다이스'. 이 주사위만 굴리면 얼굴, 신체, 능력치 등 모든 걸 바꿀 수 있다고? '최후의 다이스'를 손에 얻기 위한 판타지 게임이 시작된다!","['완결판타지', '판타지']",611120,9.39,남성,10대
718,오!주예수여,"모든게 완벽한 여고생 주예수
귀신을 보는 음침한 남고생 오수빈을 좋아해 구해주려다
사고로 유체이탈 상황에 놓이게 되는데...","['완결로맨스', '로맨스']",354425,9.98,여성,10대
719,방송은 방송으로 봐,23살의 멀끔한 허우대의 대학생 이로운. 그는 대학생활을 위해 이중생활을 하고 있는데.. 방송과 현실을 지키기 위한 이로운의 고군분투기!,"['완결드라마', '드라마']",28381,8.05,여성,30대
720,살아야 하는 남자,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 살아야 하는 남자. 생존,  가족 요소가 더해져 더욱 흥미롭다.","['판타지', '드라마', '생존', '가족']",17398,9.96,남성,30대
721,귀전구담,"사람들은 모여 무서운 이야기라며 귀신이야기를 한다.
귀신들은 모여 귀신보다 더 무섭고 섬뜩한 사람들의 이야기를 한다.","['스릴러', '완결스릴러']",325725,9.98,남성,20대
722,Ho!,"청각장애인 Ho와 찌질남 원이가 펼치는 전혀 연애이야기 같지 않은 연애이야기
과연 늑대에게도 순정은 있는가?!","['완결드라마', '명작', '드라마']",248069,9.97,남성,30대
723,무사천리행,"강호를 떠도는 검객의 모험과 성장을 다룬 무사천리행. 무협/사극,  성장물 요소가 더해져 더욱 흥미롭다.","['무협/사극', '성장물', '판무']",249083,9.93,남성,40대
724,당신이 범인이야!,"사건 현장의 형사가 되어 진범을 밝혀라!
범인은 분명 이 안에 있다!","['범죄', '미스터리', '두뇌싸움', '공포', '스릴러', '완결스릴러', '완결무료']",47415,9.79,남성,20대
725,묘령의 황자,"여인임을 숨기고 사내로 사는 삶을 택한 4황자 적연. 
불사불멸의 신이 될 수 있는 황좌를 두고 열린 경연에 참가한다. 
황자는 스무 명, 제위는 하나. 첨예한 대립 속에서 오래된 음모 하나가 서서히 베일을 벗고, 
세간에 알려진 바와 달리 점점 두각을 드러내는 적연을 지켜보는 시선들이 어쩐지 짙고 깊어지는데.. 
묘령의 황자를 둘러싸고 화려하게 피어나는 애증의 서사시.","['걸크러시', '완결드라마', '궁중로맨스', '드라마', '성별반전', '동양풍판타지']",158727,9.94,남성,30대
726,내일을보는기사,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 내일을보는기사의 이야기. 용사, 시리어스 요소가 더해져 더욱 흥미롭다.","['판타지', '액션', '용사', '시리어스']",158745,9.9,남성,40대
727,다함께 이겨내요,"2020 힘을 내요 대한민국,
네이버웹툰 작가님들이 응원의 일러스트로 마음을 전합니다.","['감성', '완결감성', '완결무료']",16974,9.88,남성,20대
728,203호 저승사자,"어느날 저승사자가 찾아왔다.
그런데 이 저승사자... 제 정신이 아니다.","['개그', '완결무료', '완결개그']",81073,9.92,남성,20대
729,마술사,통일 대륙 칸테라 마지막 이야기.,"['완결판타지', '판타지']",353705,9.93,남성,10대
730,세력들,"월 1억을 벌지만 동생이 인질로 잡혀 남들만 배불려 주는 천재 트레이더 금찬. 
우연히 하룻밤 만에 10조를 증발시켜버리는 세력 도깨비의 눈에 띄며 화려한 욕망의 세계에 발을 들이게 되는데...

욕망의 끝에서, 한국을 돈으로 사들이려는 세력들
돈으로 세상을 소유하려는 '세력들'의 이야기","['범죄', '자극적인', '서스펜스', '스릴러', '피카레스크', '고자극스릴러', '시리어스']",49820,9.5,남성,30대
731,데이빗,"시골 농장 데이빗의 자아를 찾기 위한 여정.
사람은 무엇으로 정의하는가","['완결드라마', '명작', '드라마']",82444,9.92,남성,30대
732,죽은 마법사의 도시,"스마트폰엔 마법어플, 택배는 텔레포트로 한방에.
마법화된 2030년 근미래도시에서 펼쳐지는 한 연쇄살인마와 그를 추적하는 사람들!
'우월한하루', '멜로홀릭'의 팀 겟네임 작가가 선보이는 SF판타지 수사극.","['완결판타지', '판타지']",295406,9.95,남성,10대
733,신 고구려전기,"꿈속에 펼쳐진 세상,
그곳은 고구려 말기였고,
나는 연개소문의 아들 연남생이 되었다.

현실의 나는 김남생이니……","['역사판타지', '과거', '동양', '전쟁', '빙의', '역사물', '무협/사극', '액션', '시리어스']",57931,9.88,남성,20대
734,문유,"지구가 멸망했다. 나는 혼자 달에 있다.
<마음의 소리> 조석의 우주를 넘나드는 판타지 시크 개그!!","['완결판타지', '판타지']",238317,9.96,남성,10대
735,홍시먹고싶다,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 홍시먹고싶다. 캠퍼스, 청춘 요소가 더해져 더욱 흥미롭다.","['로맨스', '캠퍼스', '청춘', '설렘']",354391,9.9,여성,10대
736,납치결혼,납치결혼은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 로맨스 요소가 더해져 더욱 흥미롭다.,['로맨스'],57942,9.3,여성,30대
737,화염의 피스메이커,"전설 속 용의 던전에서 살아 돌아온
괴짜 탐험가 “에드몽 단테스”… 그로부터 전파된
마법제련술은 세상을 크게 바꾸어 놓았다.

그러나 그와 더불어 정체를 알 수 없는 
기이한 마석들과 영문 모를 던전들이 생겨나며
세상에는 큰 혼란이 일어나고…

이 사태의 실마리를 쥐고 있는 “레드페퍼” 길드는
피스메이커가 되고 싶은 소년 세이지와 함께
더 큰 혼란을 막고자 모험을 떠난다.","['액션판타지', '중세판타지액션', '서양', '용사', '마법', '액션', '던전물', '소년물']",45190,9.94,남성,10대
738,주인공이 힘을 숨김,"'세계의 적'이라 불리는 전설적 소환자, 김성철. (물리Lv. 만렙)
이세계의 다가오는 종말을 막기 위해 홀로 재앙에 맞서지만,
물리가 통하지 않는 영체로 변해버린 마왕을 상대할 방법이 없었다.
목적을 달성하기 위해서 마법의 힘이 필요하다는 걸 깨달은 그는
자신의 존재와 힘을 숨긴 채 이세계에 처음 소환된 장소,
‘소환궁전’으로 찾아가 초보 마법사로서의 육성을 시작하는데....","['상태창', '신화', '마법', '고인물', '차원이동', '판타지', '시리어스', '게임판타지']",73720,9.82,남성,10대
739,합법해적 파르페,비범한 공주님 파르페의 신묘한 모험 판타지,"['최강자전', '2017 최강자전', '판타지']",53268,9.96,남성,10대
740,토마토,"토마토은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 청춘, 짝사랑 요소가 더해져 더욱 흥미롭다.","['로맨스', '일상', '청춘', '짝사랑']",350856,9.5,여성,10대
741,아기낳는만화,"임신과 출산에 대해 아무것도 몰랐던 나... 반성합니다.
엄청난 변화와 위기를 몰고온 진짜 임신 충격 실화!","['완결일상', '일상']",189447,9.82,여성,30대
742,동서울역 드루이드,"동서울역 드루이드은 마법과 모험이 가득한 이세계에서 펼쳐지는 대모험을 그린다. 현대판타지, 사이다 요소가 더해져 더욱 흥미롭다.","['판타지', '현대판타지', '사이다', '게임']",189926,9.8,남성,10대
743,놓지마 정신줄 시즌2,"정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들!
본격 유체이탈 예방 프로젝트 '놓지마 정신줄'을 이제 컷툰으로 만나보세요","['드라마&영화 원작웹툰', '병맛', '4차원', '완결개그', '개그', '가벼운']",175012,9.95,남성,20대
744,훕스(Hoops),"불의의 사고로 농구코트를 떠났던 그가 돌아왔다.
이제 진정한 게임을 즐겨보자!","['우정', '스포츠', '스포츠성장', '라이벌', '청춘', '성장물', '성장드라마', '완결스포츠']",2914,9.38,남성,20대
745,"사랑, 그거 어떻게 하는 건데","베스트셀러 작가 이시원. 그가 쓴 범죄 스릴러 소설 <밧줄>에 나온 것과 똑같은 수법의 살인 사건이 현실에서 일어난다. 
피해자가 나왔고, 범인은 아직 잡히지 않았다. 시원은 죄책감과 트라우마로 스릴러 대신 로맨스를 쓰겠다고 마음 먹는데...
'이시원이 로맨스라고...? 매 소설마다 사람 다섯은 죽이는 그 이시원이?'
결국 시원은 '사랑'을 배우기 위해 오랜 친구 소담에게 연애 제안을 한다. 
과연 그들은 사랑과 범인을 모두 잡을 수 있을까?","['범죄', '리얼로맨스', '로맨스', '친구>연인', '현대', '스릴러', '사연남', '예술']",82826,9.97,여성,10대
746,캠퍼스로맨스,"캠퍼스로맨스은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 공감, 유혹남 요소가 더해져 더욱 흥미롭다.","['로맨스', '드라마', '일상', '공감', '유혹남', '청춘']",350120,9.9,여성,10대
747,일상묵시룩,"주인공의 성장과 함께 펼쳐지는 박진감 넘치는 일상묵시룩의 세계. 시리어스, 절망적 요소가 더해져 더욱 흥미롭다.","['액션', '판타지', '스릴러', '시리어스', '절망적', '현대']",82859,9.8,남성,40대
748,트리거,"수수께끼의 아름다운 식인 생명체 ""아니스""로 인해 멸망 직전에 다다른 인류. 16살 소년 에반은 단짝친구 니카를 만나기 위해 아니스로부터 얻어낸 물질로 초능력을 얻게 된 이들의 부대, 에이블 소대에 입대한다. 그리고 세계가 움직이기 시작한다. 누군가에게는 과거, 누군가에게는 현재, 누군가에게는 미래인 세계가.","['크리처', '이능력', '절망적인', 'sf', '아포칼립스', '판타지', '시리어스', '밀리터리']",26628,9.83,남성,10대
749,테러대부활,"드디어 테러맨과 부활남이 만났다. 
‘파괴는 부활의 시작이다.’ 새로운 악의 등장으로 전세계가 위험에 빠진다. 
불행을 보는 능력을 가진 민정우와 다시 살아나는 능력을 가진 석환, 두 히어로는 다른 선택을 하게 되는데.. 과연 최후의 승자는? 
한동우 X 고진호의 슈퍼스트링 첫 크로스오버 작품","['완결액션', '액션', '다크히어로', '슈퍼스트링']",136549,9.9,남성,20대
750,할배무사와 지존 손녀,"무림의 고수들이 펼치는 치열한 싸움을 그린 할배무사와 지존 손녀. 정통무협,  가족 요소가 더해져 더욱 흥미롭다.","['무협/사극', '액션', '정통무협', '가족', '액션']",136724,9.78,남성,40대
751,절벽귀,"아무도 없는 절벽 한가운데 고립된 두 남자.
절벽 끝에서 펼쳐지는 숨막히는 이야기","['스릴러', '완결스릴러']",99673,9.97,남성,20대
752,2012 지구가 멸망한다면?,"2011년을 뜨겁게 달군 '미스테리 단편'을 잇는 2012년 특집 웹툰, <2012 지구가 멸망한다면?>
지구 멸망을 소재로 네이버 웹툰 작가들이 선보이는 다양한 이야기들.","['완결판타지', '판타지', '완결무료']",38728,9.26,남성,10대
753,사형소년,"대한민국을 뒤흔든 희대의 연쇄살인마 김신! 
김신에게 가족을 잃은 지후는 또 다른 피해자 두석을 만나 인간병기로 훈련된다.
그리고 살인마를 맨주먹으로 때려죽이기 위해 스스로 교도소로 향하는데...
'우리나라는 97년 이후로 사형집행이 되지 않았어. 누군가는 집행해야 하지 않을까?'","['사이다', '스릴러', '완결스릴러']",304670,9.7,남성,20대
754,미니어처 생활백서,"모르는 할머니가 준 젤리빈을 먹고 작아져버렸다?!
소꿉친구 방에 있는 인형의 집에서 지내게 된 18살 남고생의 눈물겨운 생활기!","['무해한', '드라마']",97518,9.97,여성,10대
755,혁신적 얼간이들,본 컨텐츠는 충청남도의 충남혁신도시 브랜드 웹툰으로 가스파드 작가가 전하는 혁신적 얼간이들 입니다,"['개그', '완결무료', '완결개그']",16776,9.91,남성,20대
756,닥터앤닥터 육아일기,"산부인과 의사 엄마의 임신과 출산, 공학박사 아빠의 논문 기반 육아.
완벽할 것만 같은 이들의 앞길은 과연 순탄할까?
탄탄대로를 달리던 두 사람의 좌충우돌, 우여곡절 중구난방 육아 이야기!
웃다 울고, 울다가 웃게 되는 최고의 항문용 발모제툰!","['완결일상', '일상']",174024,9.96,여성,30대
757,마왕이 되는 중2야,"15살 마왕자 명성준
인간계 명성중학교에서 마왕이 되기 위한 험난한 성인식을 시작한다","['완결판타지', '판타지', '먼치킨']",145900,9.93,남성,20대
758,우리 무슨 사이야?,"세희와 연우는 어릴 때 부터 알고 지낸 소꿉친구이지만, 사실 세희는 연우를 짝사랑하고 있다. 
그러나 짝사랑을 시작한 시점 이후로 묘하게 차가워진 연우의 태도. 이에 세희는 가망 없는 짝사랑을 접기로 결심한다.
그런 세희의 앞에 전학생 서진이 나타나고 둘은 점점 가까워지는데…","['완결무료', '로맨스', '완결로맨스']",95969,9.7,여성,10대
759,뮤즈 온 유명,"""부업은 청소도우미, 본업은 무명 배우. 아이러니하게도 내 이름은 유명이다."" 유난히 힘들던 날, 우연히 거장의 사진전에 들어간 무명배우 유명은 자신의 사진을 보게 된다. 그 사진들은 유명이 제일 빛나던 시절을 담고 있었고, 그런 모습은 지금의 유명과는 정반대였다. 유명은 알 수 없는 사진작가의 뮤즈로 스타가 될 수 있을까.","['능력남', '연예계로맨스', '능력녀', '드라마', '청춘', '공식미남', '공식미녀', '예술']",331081,9.97,여성,30대
760,수트,"주인공의 성장과 함께 펼쳐지는 박진감 넘치는 수트의 세계. 액션판타지,  현대 요소가 더해져 더욱 흥미롭다.","['액션', '액션판타지', '현대', '배틀']",16801,9.27,남성,30대
761,실질객관동화,"동화를 객관적인 시각에서 보면 어떻게 될까?
생소한 시각으로 동화 다시 보기","['개그', '완결개그']",103651,9.9,남성,20대
762,"전하, 운명은 제가 정합니다","가족에게 속아 1왕자에게 실험체로 팔려간 필리는, 실험 도중 자신의 죽음과 맞바꾸어 '운명의 타로카드'의 주인으로 각성하게 된다.
신들의 카드의 힘에 각성한 그녀는 카드의 화신인 노른, 그리고 제2왕자 아스텔과 함께 테리오스의 잔학한 야망을 저지하고, 
자신의 진정한 행복을 손에 넣고자 분투하며 새로운 운명을 개척해 나가는데….","['로맨스', '서양', '능력녀', '완결로맨스', '미래', '로판']",19586,9.88,여성,10대
763,짝사랑의 마침표,"고백 성공률 0%의 짝사랑마스터 해리.
굴욕적인 19번째 실연장면을 우연히 예찬에게 들키고 만다.
다시는 아무도 안 좋아하겠다고 다짐했지만, 또 짝사랑을 시작해버린 해리는 
20번째 실연을 막기 위해 예찬의 도움을 받기로 하는데...
과연 이번 사랑은 성공할 수 있을까?","['완결로맨스', '짝사랑', '하이틴', '로맨스']",284225,9.96,여성,10대
764,궤짝,"당신이 예상한 그 결말, 틀렸습니다.
심리를 파고드는 반전 옴니버스 스릴러.","['스릴러', '완결스릴러']",77670,9.74,남성,20대
765,얼짱시대,혼란과 낭만이 가득했던 그 시대,"['학원물', '우정', '과거', '타임슬립', '가족', '드라마', '인소감성', '액션']",194340,9.88,남성,20대
766,도망자,"감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.
쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...
<키드갱> 신영우 작가의 코믹액션이 돌아왔다!","['완결판타지', '판타지']",139926,9.88,남성,10대
767,레사 시즌2~3,"어둠을 따르는 자와, 빛을 따르려는 자. 
마침내 모두에게 공평한 멸망의 때가 왔다...! 
멸망을 막기 위한 신들의 전쟁.","['완결판타지', '판타지', '먼치킨']",287867,9.97,남성,20대
768,고양이 타타,"할머니 댁에 내려와 여름방학을 보내게 된 중학생 수연은 우연히 꽃봉오리에서 피어난 고양이 타타를 만난다. 
수연은 특별한 고양이 타타와 함께 잊을 수 없는 마법 같은 일들을 경험하게 되는데...","['완결드라마', '동물', '무해한', '드라마', '힐링']",106714,9.97,여성,10대
769,태백 : 튜토리얼 맨,"초보스킬만 Lv.999!
자아를 갖게 된 튜토리얼 NPC의 모험기!!","['완결판타지', '판타지', '게임판타지', '고인물']",106010,9.94,남성,10대
770,신선도담배한다,"신선도담배한다은 마법과 모험이 가득한 이세계에서 펼쳐지는 대모험을 그린다. 이능력, 신화 요소가 더해져 더욱 흥미롭다.","['판타지', '이능력', '신화', '상태창']",106794,9.9,남성,10대
771,무능력자,"이능력 리그에 밀려 망해버린 종합 격투기를 살리기 위해 
과거 영구제명당한 챔피언 황광호를 불러들인 세연.
왜냐면 그는 '흥행의 신' 이니까. 이능VS무능, 구분은 이 남자 앞에서 무의미하다.
이능에 도달한 기술, 트리키한 싸움 방식.

하지만...
이 자식 정상이 아니다","['2022 지상최대공모전', '사이다', '액션판타지', '이능력', '스포츠', '배틀', '액션']",81691,9.76,남성,20대
772,시한부 기사가 되었다,"시한부의 삶을 살아가는 루이스 크로이드.
살기 위해서는 다른 생명을 죽여야 한다.

똥 밭에서 굴러도 이승이 낫다고 했던가.
또 한 번의 기회.

살아남기 위해서라면 무슨 짓이라도 할 것이다.","['크리처', '환생', '중세', '서양', '액션', '용사', '헌터물', '판타지', '시리어스']",31948,9.88,남성,20대
773,북부 공작님을 유혹하겠습니다,"“내 애인인 척 사교계에 들어가.”
전 세계에서 주목하는 톱스타, 셀리나는
촬영 중 갑작스러운 사고로 북부 공작의 땅에 차원 이동한다.
마수에게서 목숨을 구해준 북부 공작, 칼시온은
셀리나에게 자신의 애인인 척 사교계에 들어가
정보를 입수하라는 계약을 제시하는데..","['집착녀', '로맨스', '서양', '능력녀', '계략남', '무심남', '차원이동', '왕족/귀족']",272632,9.97,여성,10대
774,커플브레이커,"기존의 뻔한 짝짓기 프로그램은 가라! 사랑을 시험하고 싶은 각양각색의 연인들이 한 자리에 모였다. 
누군가는 환승한 연인에게 복수를 위해, 또 어떤 커플은 더 유명해 지고 싶어서 혹은 진실한 사랑을 확인하기 위해... 
초인기 히트 연애 예능 프로그램 <THE 커플 브레이커>를 무대로 펼쳐지는 마라맛 복수 로맨스! 
<자매전쟁> 기맹기, <원수를 사랑하라> 태건 작가의 만남!","['리얼로맨스', '로맨스', '고자극로맨스', '자극적인', '혐관', '계약연애', '혐관로맨스']",314323,9.95,여성,10대
