rank,title,summary,tags,interest_count,rating,gender,ages
2429,줄리에게,줄리에게은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 로맨스 요소가 더해져 더욱 흥미롭다.,['로맨스'],42226,9.76,남성,30대
2430,나만의 고막남친,"세상과 담쌓은 19금 로맨스 작가 나마네,
10여 년 전 가수 재이의 섹시한 저음에 꽂힌 이후
단 하루도 거르지 않고 그의 노래를 들었다.

그리고 오늘…
처음 본 남자에게서 재이의 목소리를 들었다.
“그렇게 안 먹으니까 비쩍 말랐지. 주위 사람 걱정시킬 나이는 아니잖아?”
예쁜 입으로 밉게 말하는 이상한 사람.

그래도…
저 목소리로 꼭 듣고 싶은 말이 있다.","['완결로맨스', '로맨스', '연예계', '소설원작']",70299,9.92,여성,10대
2431,주욱 같은 하루,"구남친과 절친의 배신에도 악착같이 인생을 살아온 '오내리'
어느 날부터 매일 밤 12시가 지나면 아무도 그녀의 하루를 기억하지 못한다.
하지만 1000일이 지난 끝에 그녀의 어제를 기억하는 웹툰작가 '지금일'이 나타나고,
그녀는 쓰레기 같은 구남친 '현재승'에게 웹툰으로 복수하기로 하는데..","['드라마', '완결드라마']",43121,9.8,여성,30대
2432,랭커랑 연애 불가능,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 랭커랑 연애 불가능. 공감,  게임 요소가 더해져 더욱 흥미롭다.","['로맨스', '공감', '게임']",41008,9.86,여성,10대
2433,꿇어보세요 왕자님!,"꿇어보세요 왕자님!은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 명랑녀, 로맨틱코미디 요소가 더해져 더욱 흥미롭다.","['로맨스', '명랑녀', '로맨틱코미디', '까칠남']",40977,9.9,여성,20대
2434,정점의 별,"정점의 별은 압도적인 액션과 스릴 넘치는 전개로 독자들을 사로잡는다. SF액션,  무협/사극 요소가 더해져 더욱 흥미롭다.","['액션', 'SF액션', '무협/사극', '이능력배틀물']",40799,9.49,남성,10대
2435,관종교장,전 재산을 가족 몰래 주식으로 날린 교장 정도만. 이제 은퇴까지 1년 밖에 남지 않았다. 가족에게 들키기 전에 잃은 돈을 메꾸려는 도만은 제자 홍삼과 함께 인터넷 방송을 시작하지만 예상과 달리 여러 사건에 휘말리게 되는데... 과연 노잼선생은 인기 BJ가 되어 빚을 청산할 수 있을까?!,"['인플루언서', '개그', '완결개그', '머니게임']",45523,9.94,남성,20대
2436,평범한 낙원,"학교에서 매일 괴롭힘당하는 현서운은 하굣길에 이상한 시선을 느낀다.
그리고 다음 날 자신을 괴롭히던 일진이 시체로 발견되는데...
이제 평범한 학교생활을 할 수 있을 줄 알았지만 이게 끝이 아니었다.
점점 드리우는 이상한 시선의 정체. 누군가 나를 계속 지켜보고 있다!
평범함을 향한 평범하지 않은 미스터리 스릴러.","['스릴러', '2020 지상최대공모전', '완결스릴러', '사이비종교']",27282,9.9,남성,20대
2437,온실 속 화초,"<성공한 덕후> 옛사람 작가의 미스터리 시트콤 신작!
호텔 VVIP 였던 남매는 하루아침에 집안이 망해 길거리로 나앉는다. 
그들은 보물이 가득하다는 숲속의 성에 대한 소문을 듣게 되고, 그 성으로 떠나기로 한다.
비밀스러운 땅굴을 통해 겨우 찾아간 성에는 남자도 반하게 하는 극강미모의 미스터리한 왕자가 살고 있었다.
어딘가 스산한 분위기인데… 성 밖으로 나가는 출구가 사라져버렸다?!
'온실 속 화초'처럼 살아왔던 그들의 독립과 사랑을 찾아가는 이야기!","['드라마', '완결드라마']",44477,9.95,여성,30대
2438,유비님께 투자하겠어,"지금까지의 삼국지는 잊어라!
꽃미남 영웅들과 초보 투자가의 짠내 나는 촉나라 경영 스토리!
...삼국지의 유비, 관우, 장비와 20대 여성 CEO 제나의 
‘본격주식회사경영판타지코믹로맨스’를 통해 새로운 즐거움을 선사한다!!","['완결판타지', '판타지']",4901,5.07,남성,10대
2439,살의,"2016년, 타인의 '살의'를 조종하여 살인을 저지르게 만드는 미치광이 '살인설계자'에 대한 소문이 무성하다. 
급기야 경찰에서는 '살인설계자 전담반'까지 만들어 그를 쫒는 도중, 그의 본 모습을 목격했을 것으로 추정되는 서은영을 찾아 나서는데...","['스릴러', '완결스릴러']",14082,9.72,남성,20대
2440,102030,"부딪히고 깨져도, 꿈꾸고 사랑하는 우리들의 초상! 
공감 200% 일상공감시트콤이 온다!","['일상', '완결일상']",27226,8.93,여성,30대
2441,3인분,"3인분의 주인공은 평범한 일상 속에서 예상치 못한 사건에 휘말리게 된다. 자극적인,  계략남 요소가 더해져 더욱 흥미롭다.","['드라마', '자극적인', '계략남', '능력녀']",27428,9.86,여성,30대
2442,도를 아십니까,"전래동화가 이렇게 꼬인다고? 제대로 약빤(?) 동화가 시작된다!
전우치의 장손, 전우진의 신입 도사 도전기","['완결판타지', '판타지']",39701,9.91,남성,10대
2443,결백한 사람은 없다,"15년 전 실종된 아이가 돌아왔다.
초능력을 가진 순경의 아동실종 심리 수사극","['드라마', '이능력배틀물', '완결드라마']",22508,9.85,여성,30대
2444,첫사랑입니다만,숨기고 싶은 그녀와 밝히고 싶은 그의 밀당 로맨스!,"['로맨스', '완결로맨스', '소설원작']",201044,9.93,여성,10대
2445,방 안의 코끼리,"8년째 친구인 짝사랑남 VS. 날 좋아하는 연하남 
한여름의 두 사랑 로맨스!","['로맨스', '완결로맨스']",59897,9.97,여성,10대
2446,4월의요괴,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 4월의요괴의 이야기. 러브코미디, 동양풍 요소가 더해져 더욱 흥미롭다.","['판타지', '로맨스', '러브코미디', '동양풍', '현대']",14157,10.0,남성,10대
2447,메리지 블루,"메리지 블루은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 러브코미디,  과거 요소가 더해져 더욱 흥미롭다.","['로맨스', '러브코미디', '과거', '타임슬립']",14126,9.88,여성,30대
2448,회귀자는 나를 지킨다,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 회귀자는 나를 지킨다의 이야기. 데스게임, 아포칼립스 요소가 더해져 더욱 흥미롭다.","['판타지', '데스게임', '아포칼립스', '회귀']",14122,9.6,남성,20대
2449,왕으로 살다,"살해당한 쌍둥이 오빠를 대신해 
왕의 자리에 오른 화현의 운명은?","['완결무협/사극', '무협/사극']",30344,9.94,남성,20대
2450,에티오피아에서 그렸낢,"본 컨텐츠는 초록우산 어린이재단의 브랜드웹툰으로 
서나래 작가가 전하는 해외아동지원 캠페인입니다.","['일상', '완결일상', '완결무료']",25966,9.97,여성,30대
2451,비밀의 팜로드,본 컨텐츠는 팜온더로드 브랜드 웹툰으로 김계란 작가와 함께합니다.,"['드라마', '완결드라마', '완결무료']",16353,7.81,여성,30대
2452,미스터 모,본 컨텐츠는 POGO 작가가 전하는 빛나는 헤어를 위한 팬틴의 브랜드 웹툰 입니다.,"['드라마', '완결드라마', '완결무료']",45892,9.97,여성,30대
2453,운빨로맨스,"점 보는 여자 점보늬

그녀의 운빨을 위한 로맨스가 시작된다","['드라마&영화 원작웹툰', '로맨스', '완결로맨스']",83750,9.96,여성,10대
2454,"초오오~액션, 개그반","웃지 않는 개그반의 반장이 이제는 초오오~액션에 도전한다. 

개그반 반장의 일상에서 초오오~액션을 확인하라! 

본 컨텐츠는 현용민 작가와 함께하는 한게임 '크리티카'의 브랜드 웹툰 입니다.","['개그', '완결개그', '완결무료']",37974,8.68,남성,20대
2455,더러운 것 가운데에서,"더러운 것 가운데에서은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 유혹남,  계략남 요소가 더해져 더욱 흥미롭다.","['로맨스', '유혹남', '계략남', '드라마']",26016,9.91,여성,40대
2456,뷰티플 게임,"백수경력 3년의 축구 감독 공백기와 축구공 한번 잡아본 적 없는 여자고교 축구팀의 드림 하이!
본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.","['성장물', '스포츠성장', '완결무료', '스포츠', '축구', '완결스포츠']",458,9.58,남성,20대
2457,저승파견계약직,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 저승파견계약직의 이야기. 현대판타지, 오컬트 요소가 더해져 더욱 흥미롭다.","['판타지', '현대판타지', '오컬트', '성장물']",45895,9.9,남성,20대
2458,고(故)길창덕화백 추모웹툰,"대한민국 1세대 만화가이자 <꺼벙이>,<순악질여사>,<재동이>등 한국 명랑만화의 효시가 되신 故길창덕 선생님.
우리에게 ‘만화의 즐거움’을 선물해 주신 선생님께 네이버 웹툰 작가들이 추모 웹툰을 올립니다.","['일상', '완결일상', '완결무료']",193,9.77,여성,30대
2459,악당의 끝은 선택이 아니다,"진부하기 짝이 없는 로맨스 소설 속 악녀로 빙의한 채, 예정된 죽음에 정면으로 맞서는 이벨리아. 
스토리를 비틀어보려고 할수록 원작 그 자체가 그녀의 존재를 지우려 한다.
이벨리아는 본인을 죽이러 온 암살자 리프와 손을 잡고, 죽지 않기 위해 처절한 사투를 벌인다.","['로판', '순정남', '판타지', '빙의', '악역이주인공', '왕족/귀족', '능력녀', '악녀']",12896,9.78,여성,10대
2460,천재의 신나는 게임방송,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 천재의 신나는 게임방송의 이야기. 게임, 현대 요소가 더해져 더욱 흥미롭다.","['판타지', '게임', '현대', '액션']",38015,9.8,남성,30대
2461,인생니꺼,"현실적인 갈등과 인간관계를 다룬 인생니꺼은 깊은 감동을 선사한다. 공감, 재벌녀 요소가 더해져 더욱 흥미롭다.","['드라마', '로맨스', '개그', '공감', '재벌녀', '가벼운']",38002,9.7,여성,30대
2462,그녀는 가면을 쓴다,"카이엔 백작가의 후계자로서 레인저 부대의 부대장으로 살아가던 브릴리아. 

그녀는 동생인 이벨린이 목숨을 잃었다는 소식을 접하고 슬픔에 잠긴다.
하지만 그것도 잠시, 그녀는 동생인 이벨린으로 살아가기로 결심하고 
배후를 캐나가던 중 적국의 황자 샤펜과 대립하게 된다. 
그러다 자신이 브릴리아라는 사실을 들키게 되는데 이상하게도
그 이후로 그가 자신을 적극적으로 도와주기 시작한다. 
게다가 왕세자인 루이까지 자신을 돕기 시작하는데…….","['완결판타지', '판타지']",12686,9.75,남성,10대
2463,고양이 키스,"냥줍 후 로맨스 시작?!

사신의 실수로 자신의 운명보다 일찍 죽게 된 해인은
본래 몸을 되찾을 동안 고양이로 살게 되었다.

좋은 일이라면, 다정한 한 남자에게 냥줍 당했다는 것.
나쁜 일이라면, 집고양이로 살기 위해 검진을 받다가
수의사에게 정체를 들켜버렸다는 것!

스윗한 주인과 어딘가 수상한 수의사 사이에서 펼쳐지는
우당탕냥 삼각관계 로맨스 코미디♥","['가벼운', '설렘폭발', '로맨스', '명랑녀', '러블리', '로맨틱코미디', '현대', '청춘']",41992,9.91,여성,10대
2464,개와 사람의 시간,"나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 
그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 
나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 
나영의 사랑을 독차지할 수 없게 된 우비. 
결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 
자신을 위한 삶을 살기로 결심하게 되는데...","['동물', '힐링', '드라마', '성장드라마', '완결드라마', '무해한']",57168,9.81,여성,10대
2465,스파이더맨 단편선,"어메이징한 거미 영웅의 두 가지 유명 단편을 웹툰으로 만나 본다. 거미에 물린 열다섯 살 소년 피터 파커가 스파이더맨으로 거듭난 최초의 이야기가 현대적 감각으로 재탄생했다. 한편, 의문스러운 불기둥을 조사하던 피터는 우연한 사고로 차원을 넘어 평행우주에 도착하게 되는데…? 스파이더맨, 또 다른 스파이더맨을 만나다!","['완결판타지', '해외작품', '히어로', '판타지']",29045,9.91,남성,10대
2466,원작은 완결난 지 한참 됐습니다만,"원작의 악녀 역할이었던 엘레나 테일러는 원작의 모든 관계를 때려치우고 연애상담소를 차린다.
연애 상담소로 자리를 잡고 새 인생을 살아가던 엘레나에게 최고 난이도의 의뢰가 주어지는데..
원작의 서브 남주였던 휴를 무사히 사교계에 데뷔시키고 혼처를 구하는 것!

하지만 우락부락 운동에 진심이 된 휴는 연애에 전혀 관심이 없는 모태솔로였다.
과연 엘레나는 무사히 의뢰를 마치고 행복하게 살 수 있을까?","['빙의', '로맨스', '완결로맨스', '소설원작']",75358,9.97,여성,10대
2467,시체들의 전투,"시체들의 전투은 마법과 모험이 가득한 이세계에서 펼쳐지는 대모험을 그린다. 액션, 배틀 요소가 더해져 더욱 흥미롭다.","['판타지', '액션', '배틀', '소년물']",42000,9.9,남성,20대
2468,법법궤궤,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 법법궤궤. 드라마,  스릴러 요소가 더해져 더욱 흥미롭다.","['판타지', '드라마', '스릴러', '성장물']",41994,9.96,여성,30대
2469,필생기,"생사의 갈림길에 도달한 사람에게만 초능력이 발현하는 세계.
5년 전 생긴 대형 싱크홀로 고등학생 김신관을 포함해 수많은 사람이 초능력자가 되었고, 
사람들은 싱크홀을 만든 '리피터'라는 정체불명의 물건을 찾아 나선다.

'리피터'를 둘러싼 싸움에 휘말린 김신관의 최후는..?","['완결판타지', '판타지']",19551,9.79,남성,10대
2470,"오직, 밝은 미래","'어제'로 돌아갈 수 있다면, 당신은 어떤 선택을 하시겠습니까?
취업도, 연애도, 전부 실패한 취준생 현재는 볼 생각이 없던 어느 작은 회사의 면접을 보게 된다.
그날 이후로, 현재의 시간은 거꾸로 흘러가기 시작한다.
어제 그리고 또 어제. 매일매일 하루 전으로 돌아가는 현재의 시간.
그 과정에서 알고 싶지 않은 진실을 마주한 현재는 이 상황에서 벗어나 '밝은 미래'를 맞이할 수 있을까.","['드라마', '성장드라마', '완결드라마', '타임슬립']",18628,9.84,여성,30대
2471,나는 어디에나 있다,"수많은 사람들이 죽었던 여러 대형사고 현장에 동일 인물이 계속 발견된다. 
그게... 기억에 없는 나라면? 그 영상을 보는 순간 평범했던 청년 류준의 일상은 완전히 뒤바뀐다. 
과연 류준은 사라진 기억의 비밀을 풀고 평범한 일상을 되찾을 수 있을까...","['스릴러', '서스펜스', '완결스릴러']",37273,9.88,남성,20대
2472,피도 눈물도 없는 용자,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 피도 눈물도 없는 용자. 하렘, 액션판타지 요소가 더해져 더욱 흥미롭다.","['판타지', '하렘', '액션판타지', '중세']",29104,9.6,남성,20대
2473,야만의 시대,"SNS에서 나와 똑같이 생긴 사람을 발견했다! 과거도 미래도 없이 막 나가던 내 인생과 달리
부잣집 모범생으로 모든 걸 가진 듯 보이는 그 녀석은 혹시, 보육원에서 자란 내가 존재조차 몰랐던 쌍둥이?!
녀석을 찾아 시작부터 꼬여버린 인생의 실타래를 풀어보려는 찰나, 엄청난 트러블이 생기고 만다.
문명 사회로 포장되어 있지만, 인간 윤리와 도덕의 마지노선을 넘은 야만의 시대에 던져진 청춘들의 이야기","['블루스트링', '액션', '완결액션']",32975,9.8,남성,20대
2474,미스테리오소,"평범한 재능을 가졌지만, 대기업의 외동딸로 바이올린을 강요당하는 '지나'
천재적인 재능을 가졌지만, 가난한 운전사의 딸로 태어나 피아노를 포기한 '경미'
경미의 아버지가 지나네 운전사로 일하게 되면서 둘은 만나게 되고 음악이라는 고리를 통해 둘은 가까워진다.
음악과 함께한 사춘기 3년, 둘은 우정 그리고 점차 사랑을 느끼게 된다.
하지만 세상이 점점 그들을 방해하는데... 과연 둘은 신비롭게 연주할 수 있을까?","['감성', '완결감성']",19324,9.91,남성,20대
2475,빛빛빛,"우리가 다시 만난다면, 나는 다른 선택을 할 수 있을까
엇갈린 첫사랑과의 재회","['재회', '로맨스', '완결로맨스']",85880,9.96,여성,10대
2476,고양이데이트,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 고양이데이트. 하이팅, 학원물 요소가 더해져 더욱 흥미롭다.","['로맨스', '하이팅', '학원물', '인플루언서']",37309,9.6,여성,10대
2477,이별이생각날때,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 이별이생각날때. 리얼로맨스, 과거 요소가 더해져 더욱 흥미롭다.","['로맨스', '리얼로맨스', '과거', '동양']",18645,9.9,여성,30대
2478,저승사자 출입금지,"죽음 너머를 믿지 않는 간호사 주나비
그리고 그녀가 살린 저승사자 신의
그들의 트라우마 극복기.","['드라마', '2019 지상최대공모전', '완결드라마']",31949,9.82,여성,30대
2479,검은 머리 의사,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 검은 머리 의사. 서양,  환생 요소가 더해져 더욱 흥미롭다.","['판타지', '드라마', '서양', '환생']",85990,9.92,남성,40대
2480,여고전설,"약육강식의 여고, 
센 언니들이 몰려온다.","['액션', '완결액션']",27513,8.73,남성,20대
2481,신시의 손님,"과거를 들고 찾아온 수상한 손님,
그런데.. 저랑 아는 사이라고요?","['완결판타지', '판타지']",39050,9.97,남성,10대
2482,반듯한 이용으로 당신을 응원합니다!,본 콘텐츠는 문화체육관광부와 한국저작권위원회의 저작권 브랜드 '반듯ⓒ' 웹툰입니다.,"['일상', '완결일상', '완결무료']",2887,9.59,여성,30대
2483,지금 이 순간 마법처럼,"마법사와 마녀가 함께 사는 이 시대
평범하지만 특별한 주인공들이 만나
서로 엮어가는 두근 두근 이야기!","['드라마', '완결드라마']",152282,9.98,여성,30대
2484,2호선 세입자,"2호선엔 왜 사람이 많을까?
지하철에서 벌어지는 로맨틱 휴먼 드라마","['드라마', '완결드라마']",91192,9.9,여성,30대
2485,숲 속의 미마,"전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!
영혼이 자유로운 어떤 마법사 이야기","['완결판타지', '판타지']",128267,9.97,남성,10대
2486,연봉신,"한화케미칼의 새로운 프로젝트 성사를 위해

아프리카로 파견된 연봉신의 고군분투기

본 컨텐츠는 한화케미칼과 함께하는 브랜드 웹툰입니다.","['드라마', '완결드라마', '완결무료']",72530,9.92,여성,30대
2487,사랑을 연기하다,"시한부 인생을 선고 받은 남자, 계약 연애를 시작하다.","['드라마', '완결드라마']",63093,9.69,여성,30대
2488,wow VS Olleh,"국내 유명 만화가 3인이 들려주는 최고의 감탄사에 관한 이야기!
지금 감상해 보세요~","['개그', '완결개그', '완결무료']",391,8.45,남성,20대
2489,너와 나의 거리,"여자중학교에 재학중인 희예, 희예를 첫 눈에 사로잡은 같은 학교의 선배 서윤 그들의 이야기","['하이틴', '로맨스', '완결로맨스', '청춘']",1173,9.42,여성,10대
2490,내가 쓴 소설 속 주인공들이 나를 죽이려 드는데요?,"고등학생 은누리는 엄청난 인기 소설을 쓴 작가이지만, 작품이 언니의 이름으로 발표된 탓에 누리가 진짜 작가라는 것은 언니와 누리만 아는 비밀이었다. 
그러던 어느 날 평소와 다름없는 일상을 보내던 누리의 앞에 소설 속 캐릭터, ‘이세계인’을 자처하는 인물들이 나타나 본래의 세계로 돌려보내 줄 것을 요구하게 되고 무언가 잘못된 것을 알게 된 누리는 이를 바로잡기 위해 고군분투하게 된다. 
과연 소설 속 주인공들은 무사히 자신의 본래 이야기 속 세계로 돌아갈 수 있을까?","['가벼운', '로맨스', '학원로맨스', '차원이동', '러블리', '판타지', '세계관', '현대']",17684,9.76,남성,10대
2491,죽었던 너와 다시 시작하기,"어릴 적, 자신을 괴롭혔던 ‘하율’과 똑같이 생긴 ‘하임’을 대학교에서 만나게 된 ‘이루’.
본능적으로 하임을 불편해 한다. 하지만 모든 것이 완벽한 남자 하임에게 자신도 모르게 끌리게 되고….
이 사랑, 시작해도 되는 걸까?","['사연남', '자극적인', '로맨스', '계략남', '2022 지상최대공모전', '청춘', '사연녀']",31178,9.89,여성,10대
2492,AI 유하,"데뷔 10년 차 인기 아이돌 유하. 
그리고 그녀의 1호 팬 도현. 
 
그런 도현의 눈앞에 어느 날 유하가 나타나 도움을 청하지만, 
도현은 자신이 유하라고 말하는 그녀를 도저히 믿을 수가 없다. 
왜냐면... '유하는 이 세상에 존재할 수 없는 AI니까!' 
 
버추얼 아이돌과 찐팬의 비밀 가득 로맨스 
이 둘의 소망은 과연 이뤄질 수 있을까?!","['아이돌', '연예계로맨스', '리얼로맨스', '로맨스', '로맨스코미디', '농사', '아이돌연애']",20680,9.77,여성,10대
2493,호걸옹주,"국운이 기울어가는 가상의 시대.
하늘, 바다, 저승 세 곳의 보물을 모두 가진 자가 왕위에 오를 것이라는 예언이 퍼지게 되는데
그 예언의 주인공은 세자가 아닌 '호걸옹주'였다.
이를 알게 된 세자는 옹주를 죽이기 위해 계략을 짜는데…","['드라마', '완결드라마']",22411,9.97,여성,30대
2494,팬인데 왜요,"치열했던 삶이 어느 정도 정리가 되고 이젠 나이가 들어 무기력하게 집안에만 있던 윤순이 할머니. 
이제 어떻게 살아야 할지 무엇을 해야 할지 아무것도 알지 못한 채 우울하게 하루 하루를 보내고 있던 할머니가 덕통사고를 당하게 된다.
바로 잘 나가는 5인조 아이돌 그룹 라이트에게!
노래를 듣고 자신의 이야기와 같다며 눈물을 흘리던 할머니는 처음에는 그들의 노래와 영상을 보기 위해 스마트폰을 샀다가 같은 라이트 팬인 초등학생 소진의 안내로 본격적인 덕질의 문을 열게 된다.
덕질을 해가며 잃어버렸던 자기 자신을 되찾아가며 다양한 사람들과 만나고 새로운 일에 도전해가는 할머니의 힐링성장 이야기","['힐링', '드라마', '성장드라마', '완결드라마', '2021 지상최대공모전']",65842,9.97,여성,30대
2495,안전한 하루 되세요!,"어릴 적부터 불의를 참지 못하는 민주는 작고 귀여운 외모와 달리 누구보다 힘이 세고 상대를 제압하는 기술까지 겸비하고 있다.
그러던 어느 날, 신입생 환영회에서 학교 후배인 주원을 치한으로 잘못 오해하여 급기야 그의 팔까지 부러뜨리게 되고..!
별일 아니라는 듯 신경 쓰지 말라는 주원이 걱정된 민주는 팔이 나을 때까지 그를 지켜주기로 하는데!?","['로맨스', '완결로맨스']",29018,9.96,여성,10대
2496,왕은 그림자 숲에 잠든다,"황제 이청의 청혼을 거절한 대가로 나라를 잃은 왕, 나루. 
치욕을 안고 도망쳐 온 북방 숲에서 낯선 사내, 호안을 만난다.
나루는 호안의 보살핌으로 몸과 마음을 회복해가지만…. 

점점 엇갈려가는 연정과 가까워지는 복수의 날. 
나루는 사랑과 왕위, 모두를 지킬 수 있을까.","['동양', '사연남', '로맨스', '동양풍로맨스', '순정남', '직진녀', '능력녀', '집착남']",32417,9.79,여성,10대
2497,전설의 화석,"3년 간의 고생 끝에 북부의 마왕을 쓰러뜨리고 집에 돌아온 애쉴리 루테.
하지만 언니 카넬리언의 명령으로 로지나 아카데미에 복학하게 된다.
최대한 평범하고 조용하게 아카데미 생활을 마무리하려 하지만, 그녀는 이미 유일무이한 복학생으로 유명해져있었다. 게다가 제 2황자 루크와 공작가 영애 벨로크가 애쉴리에게 접근하면서 새내기들의 이목은 더욱 더 집중되는데... '전설의 화석' 애쉴리는 풋풋한 새내기들 사이에서 무사히 졸업 할 수 있을까?","['완결판타지', '소설원작', '판타지']",49319,9.86,남성,10대
2498,오늘부터 천생연분,"떠오르는 스타이자 오랜 소꿉친구인 ‘소다경’과 ‘지민우’
스캔들에 휘말려 시작한 공개 ‘비즈니스 연애’가 급속도로 ‘결혼’까지 발전한다!
하지만 일사천리로 진행된 이 결혼 어딘가 수상한데...?!","['로맨스', '완결로맨스', '소설원작']",100786,9.92,여성,10대
2499,친구의 비밀계정,"랜선친구 '공주'가 죽었다. 
죽음의 비밀을 풀 수 있는 건 3년간 공주와 대화한 '혜경' 뿐! 
폰 안의 대화 기록으로 그녀의 죽음을 쫓아야 한다. 
""공주를 죽인 건 누구인가""","['드라마', '학원물', '서스펜스', '완결드라마']",33722,9.93,여성,30대
2500,사천당가의파브르,"무림의 고수들이 펼치는 치열한 싸움을 그린 사천당가의파브르. 동양, 빙의 요소가 더해져 더욱 흥미롭다.","['무협/사극', '액션', '판타지', '동양', '빙의', '동물']",100928,9.9,남성,30대
2501,헬로맨스,"마계 서열, 중급악마 시트리. 상급 악마가 되고 싶었지만 억울한 누명으로 인간계에 떨어졌다.
인간이 된 시트리는 검찰 수사관이 되었지만 이기적이고, 싸가지도 없고, 개념도 없는 직속 검사 계세아를 만나게 된다.
둘은 첫날부터 원수지간이 되는데…
악마였던 검찰수사관과 악마같은 검사의 범죄스릴 로맨스가 펼쳐진다!","['로맨스', '완결로맨스']",50801,9.89,여성,10대
2502,마교 교주의 남편이 되었다,"강호를 떠도는 검객의 모험과 성장을 다룬 마교 교주의 남편이 되었다. 까칠녀, 회귀 요소가 더해져 더욱 흥미롭다.","['무협/사극', '까칠녀', '회귀', '복수극']",32459,8.6,여성,10대
2503,완벽한 가족,"누가 봐도 행복하고 완벽한 선희네 가족.
어느 날, 선희는 친구 경호를 죽였다는 고백을 하지만
엄마의 반응이 뭔가 이상하다.","['스릴러', '완결스릴러']",109293,9.92,남성,20대
2504,로딩,"스무 살 가을, 자신의 가장 소중한 친구와 함께 떠났던 첫 여행. 이 여행에서 “성훈”은 친구를 사고로 잃고 만다.","['드라마', '완결드라마']",6071,9.79,여성,30대
2505,리서치,평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 리서치의 이야기. 판타지 요소가 더해져 더욱 흥미롭다.,['판타지'],109340,9.9,남성,10대
2506,이혼일기,"서로 다른 환경의 두 사람이 만나 진정한 사랑을 찾아가는 이혼일기. 감성적인, 청춘 요소가 더해져 더욱 흥미롭다.","['로맨스', '감성적인', '청춘', '무해한']",50816,9.9,여성,10대
2507,연애일기,"연애일기은 설렘과 감동이 가득한 로맨틱한 사랑을 그린다. 리얼로맨스,  감성적인 요소가 더해져 더욱 흥미롭다.","['로맨스', '리얼로맨스', '감성적인', '청춘']",50803,9.94,여성,30대
2508,진정친구,"절대 못생긴 게 아니라 잘생긴 애 옆에 붙어 다녀서 못생겨 보이는 주인공 '안경태'
친구의 여자친구만 좋아하는 잘생긴 변태 '훈'
뭘 하든 도가 지나친 '조지세'
진짜 정으로 만나는 이상한 친구들의 유쾌한 리얼 코미디!","['개그', '완결개그']",26423,9.87,남성,20대
2509,두근두근 네가 좋아서,"모든 게 완벽한 탑스타 서건우, 만만치 않은 신인 민서연에게 반해버렸다.","['로맨스', '완결로맨스', '소설원작']",111936,9.94,여성,10대
2510,스테어스,"세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.
한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!","['완결판타지', '판타지']",30876,9.56,남성,10대
2511,로그아웃,"인간이 상상하기 힘든 신기술들이 개발되고
욕망을 충족해가는 사람들... 
인류에게 주어진 선물일까, 저주일까","['스릴러', '완결스릴러']",53282,9.73,남성,20대
2512,소심한 팔레트,"소심해서 좋아하는 사람에게 말도 못 붙이고 
친구들에게 늘 무시 당하기 일수라면? 

당신의 설렘이 현실이 되는
일러스트 동아리 팔레트로 오세요","['동아리', '로맨스', '완결로맨스']",175130,9.96,여성,10대
2513,이사랑없애줘,"이사랑없애줘은 압도적인 액션과 스릴 넘치는 전개로 독자들을 사로잡는다. 청춘, 무심남 요소가 더해져 더욱 흥미롭다.","['액션', '개그', '청춘', '무심남', '가벼운']",26424,9.9,남성,10대
2514,괴괴괴담,"괴괴괴담은 예측할 수 없는 전개와 충격적인 진실을 담고 있다. 자극적인, 참교육 요소가 더해져 더욱 흥미롭다.","['스릴러', '자극적인', '참교육', '오컬트']",177208,9.8,남성,30대
2515,보스,"신비로운 세계로 떨어진 주인공이 특별한 능력을 얻게 되는 보스. 현대판타지,  빌런 요소가 더해져 더욱 흥미롭다.","['판타지', '액션', '현대판타지', '빌런', '헌터물']",176486,9.91,남성,10대
